% LogFile created by the 'GetSensorData' App for Android.
% Date of creation: Wed May 25 12:42:42 GMT+02:00 2022
% Developed by LOPSI research group at CAR-CSIC, Spain (http://www.car.upm-csic.es/lopsi)
% Version 2.21 July 2021
% The 'GetSensorData' program stores information from Smartphone/Tablet internal sensors (Accelerometers, Gyroscopes, Magnetometers, Pressure, Ambient Light, Orientation, Sound level, GPS/GNSS positio, WiFi RSS, Cellular/GSM/3G signal strength,...) and also from external devices (e.g. RFCode RFID reader, XSens IMU, LPMS-B IMU or MIMU22BT)
%
% Phone used for this logfile:
% Manufacturer:            	bq
% Model:                   	Aquaris X5 Plus
% API Android version:     	25
% Android version Release: 	7.1.1
%
% LogFile Data format:
% Accelerometer data: 	'ACCE;AppTimestamp(s);SensorTimestamp(s);Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Accuracy(integer)'
% Gyroscope data:     	'GYRO;AppTimestamp(s);SensorTimestamp(s);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Accuracy(integer)'
% Magnetometer data:  	'MAGN;AppTimestamp(s);SensorTimestamp(s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Accuracy(integer)'
% Pressure data:      	'PRES;AppTimestamp(s);SensorTimestamp(s);Pres(mbar);Accuracy(integer)'
% Light data:         	'LIGH;AppTimestamp(s);SensorTimestamp(s);Light(lux);Accuracy(integer)'
% Proximity data:     	'PROX;AppTimestamp(s);SensorTimestamp(s);prox(?);Accuracy(integer)'
% Humidity data:      	'HUMI;AppTimestamp(s);SensorTimestamp(s);humi(Percentage);Accuracy(integer)'
% Temperature data:   	'TEMP;AppTimestamp(s);SensorTimestamp(s);temp(Celsius);Accuracy(integer)'
% Orientation data:   	'AHRS;AppTimestamp(s);SensorTimestamp(s);PitchX(deg);RollY(deg);YawZ(deg);Quat(2);Quat(3);Quat(4);Accuracy(int)'
% GNSS/GPS data:      	'GNSS;AppTimestamp(s);SensorTimeStamp(s);Latit(deg);Long(deg);Altitude(m);Bearing(deg);Accuracy(m);Speed(m/s);SatInView;SatInUse'
% WIFI data:          	'WIFI;AppTimestamp(s);SensorTimeStamp(s);Name_SSID;MAC_BSSID;Frequency;RSS(dBm);'
% Bluetooth data:     	'BLUE;AppTimestamp(s);Name;MAC_Address;RSS(dBm);'
% BLE 4.0 data:       	'BLE4;AppTimestamp(s);iBeacon;MAC;RSSI(dBm);Power;MajorID;MinorID;UUID'
% BLE 4.0 data:       	'BLE4;AppTimestamp(s);Eddystone;MAC;RSSI(dBm);instanceID;OptionalTelemetry[voltaje;temperature;uptime;count]
% Sound data:         	'SOUN;AppTimestamp(s);RMS;Pressure(Pa);SPL(dB);'
% RFID Reader data:   	'RFID;AppTimestamp(s);ReaderNumber(int);TagID(int);RSS_A(dBm);RSS_B(dBm);'
% IMU XSens data:     	'IMUX;AppTimestamp(s);SensorTimestamp(s);Counter;Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Roll(deg);Pitch(deg);Yaw(deg);Quat(1);Quat(2);Quat(3);Quat(4);Pressure(mbar);Temp(Celsius)'
% IMU LPMS-B data:    	'IMUL;AppTimestamp(s);SensorTimestamp(s);Counter;Acc_X(m/s^2);Acc_Y(m/s^2);Acc_Z(m/s^2);Gyr_X(rad/s);Gyr_Y(rad/s);Gyr_Z(rad/s);Mag_X(uT);;Mag_Y(uT);Mag_Z(uT);Roll(deg);Pitch(deg);Yaw(deg);Quat(1);Quat(2);Quat(3);Quat(4);Pressure(mbar);Temp(Celsius)'
% IMU MIMU22BT data:  	'IMUI;AppTimestamp(s);Packet_count;Step_Counter;delta_X(m);delta_Y(m);delta_Z(m);delta_theta(degrees);Covariance4x4[1:10]'
% POSI Reference:    		'POSI;Timestamp(s);Counter;Latitude(degrees); Longitude(degrees);floor ID(0,1,2..4);Building ID(0,1,2..3);'
% 
% Note that there are two timestamps: 
%  -'AppTimestamp' is set by the Android App as data is read. It is not representative of when data is actually captured by the sensor (but has a common time reference for all sensors)
%  -'SensorTimestamp' is set by the sensor itself (the delta_time=SensorTimestamp(k)-SensorTimestamp(k-1) between two consecutive samples is an accurate estimate of the sampling interval). This timestamp is better for integrating inertial data. 

ACCE;0.2914;3125.4676;0.71349;2.89169;11.86446;3
GYRO;0.2920;3125.4781;-0.35153;-0.32597;-0.08948;0
LIGH;0.2987;3125.4870;243.0;3
ACCE;0.3026;3125.4776;-0.04070;3.37292;11.49814;3
GYRO;0.3033;3125.4881;0.06818;-0.48044;0.02451;0
ACCE;0.3113;3125.4876;-0.62488;3.97386;10.95705;3
GYRO;0.3120;3125.4981;0.40694;-0.58270;0.15553;0
ACCE;0.3218;3125.4977;-0.68951;4.23483;9.90120;3
GYRO;0.3227;3125.5082;0.61572;-0.63277;0.24820;0
ACCE;0.3319;3125.5077;-0.47404;4.46468;8.49101;3
GYRO;0.3326;3125.5182;0.59975;-0.61572;0.21411;0
ACCE;0.3415;3125.5177;-0.17955;4.56763;7.37053;3
GYRO;0.3422;3125.5282;0.38989;-0.44847;0.10759;0
ACCE;0.3533;3125.5277;0.12451;4.34018;7.06886;3
GYRO;0.3539;3125.5382;0.11398;-0.15340;0.03302;0
ACCE;0.3618;3125.5378;0.34238;4.01697;7.40166;3
GYRO;0.3624;3125.5483;-0.16405;0.05432;-0.00214;0
ACCE;0.3715;3125.5478;0.37350;4.14626;7.92838;3
GYRO;0.3724;3125.5583;-0.41866;0.06392;-0.02344;0
ACCE;0.3820;3125.5578;0.37350;4.49820;9.07759;3
GYRO;0.3828;3125.5683;-0.56459;-0.09055;-0.02130;0
ACCE;0.3915;3125.5679;0.47885;4.57242;10.02092;3
GYRO;0.3923;3125.5784;-0.53264;-0.34088;-0.01598;0
BLE4;0.397;iBeacon;20:22:B0:00:31:83;-54;0;0;0;00000000-0000-BEAC-2022-000000003880
BLE4;0.4053;iBeacon;20:22:B0:00:31:07;-68;0;0;0;00000000-0000-BEAC-2022-000000003819
ACCE;0.4060;3125.5779;0.51237;4.48862;10.48538;3
GYRO;0.4069;3125.5884;-0.36964;-0.52411;-0.05006;0
ACCE;0.4123;3125.5879;0.52194;4.36652;10.87564;3
GYRO;0.4130;3125.5984;-0.15021;-0.57631;-0.09268;0
ACCE;0.4219;3125.5979;0.51477;4.25877;10.92352;3
GYRO;0.4226;3125.6085;0.09161;-0.50706;-0.08203;0
ACCE;0.4325;3125.6080;0.43097;4.12709;10.47821;3
GYRO;0.4332;3125.6185;0.32065;-0.32065;-0.01279;0
ACCE;0.4418;3125.6180;0.79010;4.11273;9.50137;3
GYRO;0.4425;3125.6285;0.42610;-0.17044;0.04155;0
ACCE;0.4527;3125.6280;0.84756;4.14386;8.12231;3
GYRO;0.4533;3125.6385;0.33769;-0.04474;0.03622;0
ACCE;0.4619;3125.6380;0.61053;4.17258;7.41602;3
GYRO;0.4624;3125.6486;0.14381;0.16725;-0.00426;0
ACCE;0.4717;3125.6481;0.62489;4.37848;7.68417;3
GYRO;0.4723;3125.6586;-0.05539;0.29189;-0.05646;0
ACCE;0.4820;3125.6581;0.76616;4.68973;7.96909;3
GYRO;0.4825;3125.6686;-0.25247;0.16298;-0.12251;0
SOUN;0.4830;380.45;0.01161;55.28
ACCE;0.4918;3125.6681;0.98882;4.88127;7.80627;3
GYRO;0.4924;3125.6787;-0.45486;-0.10226;-0.26845;0
ACCE;0.5033;3125.6781;0.94812;4.87408;7.73924;3
GYRO;0.5041;3125.6887;-0.62958;-0.28763;-0.47723;0
ACCE;0.5119;3125.6882;0.88826;4.60594;8.30428;3
GYRO;0.5125;3125.6987;-0.75954;-0.36964;-0.68816;0
ACCE;0.5218;3125.6982;0.59856;4.23483;8.99620;3
GYRO;0.5224;3125.7088;-0.83090;-0.47937;-0.84901;0
ACCE;0.5317;3125.7082;0.01437;3.97386;10.34892;3
GYRO;0.5324;3125.7188;-0.80746;-0.62105;-0.92145;0
ACCE;0.5422;3125.7183;-0.09097;3.92838;12.14935;3
GYRO;0.5428;3125.7288;-0.62531;-0.89375;-0.89482;0
LIGH;0.5494;3125.7377;229.0;3
ACCE;0.5535;3125.7283;0.14845;3.57883;11.51729;3
GYRO;0.5541;3125.7388;-0.23969;-1.10895;-0.81813;0
ACCE;0.5621;3125.7383;0.37830;3.12631;10.33934;3
GYRO;0.5628;3125.7489;0.13316;-0.95341;-0.77765;0
ACCE;0.5720;3125.7484;0.49800;3.05449;9.26195;3
GYRO;0.5726;3125.7589;0.29189;-0.61786;-0.79149;0
ACCE;0.5825;3125.7584;0.25380;3.17421;8.49580;3
GYRO;0.5832;3125.7689;0.24715;-0.21306;-0.78510;0
ACCE;0.5922;3125.7684;0.09818;3.05688;8.11273;3
GYRO;0.5927;3125.7789;0.08522;0.18962;-0.71585;0
ACCE;0.6034;3125.7785;-0.17715;3.02576;8.20372;3
GYRO;0.6040;3125.7890;-0.15660;0.45380;-0.63809;0
ACCE;0.6121;3125.7885;-0.60333;3.15744;8.65143;3
GYRO;0.6126;3125.7990;-0.37923;0.51772;-0.52092;0
ACCE;0.6223;3125.7985;-0.48840;3.00661;8.95309;3
GYRO;0.6229;3125.8090;-0.50174;0.37711;-0.33662;0
ACCE;0.6321;3125.8085;0.45012;1.95316;7.88049;3
GYRO;0.6326;3125.8191;-0.59975;0.07457;-0.21306;0
ACCE;0.6423;3125.8186;0.22507;2.19498;5.29955;3
GYRO;0.6430;3125.8291;-0.84050;0.04155;-0.29828;0
ACCE;0.6535;3125.8286;-0.65121;3.81346;7.46152;3
GYRO;0.6547;3125.8391;-1.22719;0.60614;-0.42931;0
ACCE;0.6632;3125.8386;-1.67593;4.71606;9.66179;3
GYRO;0.6640;3125.8491;-1.28365;0.70094;-0.35367;0
BLE4;0.6738;iBeacon;20:22:B0:00:31:08;-60;0;0;0;00000000-0000-BEAC-2022-000000003820
ACCE;0.6746;3125.8486;-1.23061;4.04330;12.30498;3
GYRO;0.6752;3125.8592;-1.29536;0.19601;-0.15446;0
BLE4;0.6858;iBeacon;20:22:B0:00:31:07;-66;0;0;0;00000000-0000-BEAC-2022-000000003819
ACCE;0.6866;3125.8587;0.28014;3.05449;13.32491;3
GYRO;0.6872;3125.8692;-1.00562;-0.38243;-0.09055;0
ACCE;0.6926;3125.8687;0.86671;2.85098;13.73671;3
GYRO;0.6932;3125.8792;-0.41866;-0.53583;-0.18323;0
ACCE;0.7031;3125.8787;0.06226;3.35378;11.40237;3
GYRO;0.7037;3125.8892;0.09587;-0.88524;-0.29295;0
ACCE;0.7124;3125.8887;-0.54587;3.79669;8.83099;3
GYRO;0.7131;3125.8993;0.37923;-0.87564;-0.26952;0
ACCE;0.7225;3125.8988;-0.17236;3.27477;8.36412;3
GYRO;0.7231;3125.9093;0.44528;-0.49002;-0.11717;0
ACCE;0.7330;3125.9088;0.12451;2.89647;7.95232;3
GYRO;0.7335;3125.9194;0.29082;-0.34514;0.02663;0
ACCE;0.7432;3125.9188;0.18198;2.85338;7.69376;3
GYRO;0.7438;3125.9294;0.05753;-0.29401;0.14061;0
ACCE;0.7525;3125.9289;0.19873;2.73607;8.38568;3
GYRO;0.7530;3125.9394;-0.13742;-0.24927;0.23436;0
ACCE;0.7627;3125.9389;0.01437;3.00661;8.56285;3
GYRO;0.7636;3125.9494;-0.27803;-0.31105;0.28017;0
ACCE;0.7725;3125.9489;0.02156;3.11914;9.03210;3
GYRO;0.7734;3125.9595;-0.35367;-0.28336;0.30786;0
ACCE;0.7826;3125.9590;0.24661;3.10716;9.63785;3
GYRO;0.7831;3125.9695;-0.37817;-0.25566;0.33662;0
ACCE;0.7933;3125.9690;0.84517;3.39207;10.53088;3
GYRO;0.7938;3125.9795;-0.37923;-0.33130;0.35048;0
ACCE;0.8034;3125.9790;1.58737;3.64107;10.90916;3
GYRO;0.8039;3125.9895;-0.31212;-0.44208;0.33449;0
BLE4;0.8067;iBeacon;20:22:B0:00:51:49;-101;0;61983;12703;00000000-0000-BEAC-2022-000000005949
ACCE;0.8128;3125.9890;1.67595;3.81584;11.74234;3
GYRO;0.8135;3125.9996;-0.14168;-0.45274;0.25673;0
ACCE;0.8226;3125.9991;0.03831;5.97781;12.50371;3
GYRO;0.8232;3126.0096;0.09480;-0.52197;0.29082;0
ACCE;0.8333;3126.0091;-0.67995;5.87486;10.84212;3
GYRO;0.8341;3126.0196;0.18216;-0.77658;0.90761;0
ACCE;0.8433;3126.0191;0.34477;3.53094;8.79509;3
GYRO;0.8440;3126.0296;0.26524;-0.59442;1.41360;0
ACCE;0.8532;3126.0292;1.47484;1.42404;7.58362;3
GYRO;0.8539;3126.0397;0.34727;0.05113;1.43385;0
ACCE;0.8634;3126.0392;2.15718;0.06174;7.33940;3
GYRO;0.8642;3126.0497;0.21306;0.61040;1.15794;0
ACCE;0.8734;3126.0492;1.80284;0.65550;6.84381;3
GYRO;0.8741;3126.0597;-0.15660;1.00562;0.84369;0
ACCE;0.8835;3126.0592;0.76616;2.38651;7.32983;3
GYRO;0.8843;3126.0698;-0.60507;1.42213;0.77765;0
ACCE;0.8934;3126.0693;0.44055;3.77275;9.20688;3
GYRO;0.8941;3126.0798;-1.00029;1.61494;0.99069;0
ACCE;0.9034;3126.0793;0.78531;4.69452;10.87564;3
GYRO;0.9041;3126.0898;-1.25807;1.40082;1.27406;0
ACCE;0.9135;3126.0893;0.83319;4.81183;11.05760;3
GYRO;0.9142;3126.0999;-1.32838;1.01094;1.48711;0
ACCE;0.9234;3126.0993;1.46048;3.97865;10.82057;3
GYRO;0.9241;3126.1099;-1.18777;0.88524;1.49670;0
SOUN;0.9247;761.85;0.02325;61.31
ACCE;0.9334;3126.1094;2.01593;2.93478;10.58594;3
GYRO;0.9339;3126.1199;-0.92145;0.99602;1.28258;0
BLE4;0.9419;iBeacon;20:22:B0:00:31:83;-54;0;0;0;00000000-0000-BEAC-2022-000000003880
ACCE;0.9431;3126.1194;1.96086;1.63474;9.90120;3
GYRO;0.9436;3126.1299;-0.66579;1.21547;0.95767;0
ACCE;0.9540;3126.1294;1.14204;0.94041;9.70248;3
GYRO;0.9546;3126.1400;-0.45912;1.54677;0.61147;0
ACCE;0.9633;3126.1395;0.07903;1.21335;10.36807;3
GYRO;0.9638;3126.1500;-0.25780;1.71933;0.32172;0
ACCE;0.9733;3126.1495;-0.51714;1.75444;11.78784;3
GYRO;0.9739;3126.1600;-0.01491;1.61069;0.14700;0
ACCE;0.9831;3126.1595;-0.94090;2.24525;12.10147;3
GYRO;0.9837;3126.1701;0.28656;1.32945;0.14168;0
ACCE;0.9936;3126.1696;-1.02950;2.42482;11.19647;3
GYRO;0.9942;3126.1801;0.61147;1.07272;0.30467;0
BLE4;0.9966;iBeacon;20:22:B0:00:51:42;-90;0;33759;57359;00000000-0000-BEAC-2022-000000005938
ACCE;1.0035;3126.1796;-0.49080;2.41763;9.85811;3
GYRO;1.0041;3126.1901;0.86819;0.96086;0.50493;0
ACCE;1.0137;3126.1896;0.12451;1.66107;8.32343;3
GYRO;1.0145;3126.2001;0.90973;0.87138;0.60081;0
ACCE;1.0242;3126.1997;0.51237;1.61319;6.59482;3
GYRO;1.0247;3126.2102;0.53476;0.73503;0.46765;0
ACCE;1.0356;3126.2097;0.11732;3.59798;6.90605;3
GYRO;1.0365;3126.2202;-0.01918;0.71373;0.22264;0
ACCE;1.0438;3126.2197;0.20113;3.87810;8.51735;3
GYRO;1.0448;3126.2302;-0.30786;0.77658;0.14381;0
ACCE;1.0558;3126.2297;0.84038;2.22371;9.14224;3
GYRO;1.0564;3126.2402;-0.35153;0.67857;0.15765;0
BLE4;1.064;iBeacon;20:22:B0:00:32:99;-99;0;21540;28511;00000000-0000-BEAC-2022-000000003982
ACCE;1.0646;3126.2398;0.40942;1.60840;9.06084;3
GYRO;1.0654;3126.2503;-0.30573;0.52625;0.10547;0
BLE4;1.0681;iBeacon;20:22:B0:00:31:88;-61;0;0;0;00000000-0000-BEAC-2022-000000000010
ACCE;1.0736;3126.2498;-0.08139;1.87894;9.37927;3
GYRO;1.0741;3126.2603;-0.29935;0.51239;0.08096;0
ACCE;1.0836;3126.2598;-0.11491;2.28355;10.04007;3
GYRO;1.0842;3126.2703;-0.32277;0.61465;0.16405;0
ACCE;1.0935;3126.2698;0.76376;2.52538;10.50455;3
GYRO;1.0941;3126.2804;-0.31319;0.68604;0.27484;0
ACCE;1.1036;3126.2799;1.94411;2.77916;9.91557;3
GYRO;1.1042;3126.2904;-0.29401;0.49109;0.28763;0
ACCE;1.1135;3126.2899;2.56181;2.45116;9.46306;3
GYRO;1.1141;3126.3004;-0.32065;0.36218;0.17151;0
ACCE;1.1238;3126.2999;3.01910;2.31468;9.93712;3
GYRO;1.1243;3126.3105;-0.43250;0.40906;-0.00639;0
ACCE;1.1339;3126.3099;2.74855;3.16942;10.43990;3
GYRO;1.1344;3126.3205;-0.51772;0.41545;-0.15553;0
ACCE;1.1445;3126.3200;2.92334;3.21011;11.13182;3
GYRO;1.1451;3126.3305;-0.48788;0.38136;-0.27484;0
ACCE;1.1538;3126.3300;3.60089;2.16624;12.79819;3
GYRO;1.1544;3126.3405;-0.39201;0.04794;-0.41333;0
LIGH;1.1549;3126.3431;220.0;3
BLE4;1.1652;iBeacon;20:22:B0:00:32:99;-99;0;21540;28511;00000000-0000-BEAC-2022-000000003982
ACCE;1.1659;3126.3400;3.43330;2.42242;12.41991;3
GYRO;1.1666;3126.3506;-0.15765;-0.86499;-0.58377;0
ACCE;1.1740;3126.3500;3.12206;3.72247;10.21964;3
GYRO;1.1746;3126.3606;-0.05006;-1.50522;-0.77765;0
ACCE;1.1838;3126.3601;2.50914;4.20131;8.81424;3
GYRO;1.1844;3126.3706;-0.27484;-1.46367;-0.92998;0
ACCE;1.1941;3126.3701;1.59454;3.92119;9.42236;3
GYRO;1.1947;3126.3807;-0.45061;-0.57098;-0.97046;0
BLE4;1.2053;iBeacon;20:22:B0:00:51:39;-98;0;5733;55278;00000000-0000-BEAC-2022-000000005933
ACCE;1.2060;3126.3801;1.28091;3.56206;11.05760;3
GYRO;1.2065;3126.3907;-0.31425;0.60187;-0.94382;0
ACCE;1.2145;3126.3902;0.73503;3.65784;11.99373;3
GYRO;1.2151;3126.4007;-0.14488;1.14197;-0.92891;0
BLE4;1.2181;iBeacon;20:22:B0:00:31:08;-60;0;0;0;00000000-0000-BEAC-2022-000000003820
ACCE;1.2240;3126.4002;-0.22504;3.92598;12.54680;3
GYRO;1.2246;3126.4107;0.05753;1.19522;-0.92677;0
BLE4;1.2293;iBeacon;20:22:B0:00:31:07;-65;0;0;0;00000000-0000-BEAC-2022-000000003819
ACCE;1.2343;3126.4102;-1.46524;3.39926;12.64975;3
GYRO;1.2349;3126.4208;0.37497;1.08977;-0.89908;0
BLE4;1.2399;iBeacon;20:22:B0:00:31:35;-96;0;17514;45196;00000000-0000-BEAC-2022-000000003841
ACCE;1.2440;3126.4203;-3.06456;3.59079;12.61383;3
